,eventmsgtype,period,pctimestring,neutraldescription,score,scoremargin,player1_name,player1_team_abbreviation,player2_name,player2_team_abbreviation,player3_name,player3_team_abbreviation
392,2POINT.ASSIST,4,1:32,Kuminga 2' Alley Oop Dunk (20 PTS)Kuminga 2' Alley Oop Dunk (20 PTS)Kuminga 2' Alley Oop Dunk (20 PTS),149 - 198,49,Jonathan Kuminga,GSW,,,,
393,3POINT.ASSIST,4,1:23,Wiggins 26' 3PT Jump Shot (7 PTS)Wiggins 26' 3PT Jump Shot (7 PTS)Wiggins 26' 3PT Jump Shot (7 PTS),152 - 198,46,Aaron Wiggins,OKC,,,,
394,2POINT.ASSIST,4,1:10,Moody 2' Driving Layup (2 PTS)Moody 2' Driving Layup (2 PTS)Moody 2' Driving Layup (2 PTS),152 - 200,48,Moses Moody,GSW,,,,
395,2POINT.ASSIST,4,0:58,Wallace 6' Driving Floating Bank Jump Shot (9 PTS)Wallace 6' Driving Floating Bank Jump Shot (9 PTS)Wallace 6' Driving Floating Bank Jump Shot (9 PTS),154 - 200,46,Cason Wallace,OKC,,,,
396,3POINT.ASSIST,4,0:48,Lamb 27' 3PT Jump Shot (15 PTS)Lamb 27' 3PT Jump Shot (15 PTS)Lamb 27' 3PT Jump Shot (15 PTS),154 - 203,49,Anthony Lamb,GSW,,,,
397,FOUL,4,0:37,Lamb P.FOUL (P3.T8)Lamb P.FOUL (P3.T8)Lamb P.FOUL (P3.T8),154 - 203,49,Anthony Lamb,GSW,Ty Jerome,OKC,,
398,FTMAKE,4,0:37,Jerome Free Throw 1 of 2 (14 PTS)Jerome Free Throw 1 of 2 (14 PTS)Jerome Free Throw 1 of 2 (14 PTS),155 - 203,48,Ty Jerome,OKC,,,,
399,FTMAKE,4,0:37,Jerome Free Throw 2 of 2 (15 PTS)Jerome Free Throw 2 of 2 (15 PTS)Jerome Free Throw 2 of 2 (15 PTS),156 - 203,47,Ty Jerome,OKC,,,,
400,STEAL.TURNOVER,4,0:29,Kuminga Lost Ball Turnover (P1.T10)Kuminga Lost Ball Turnover (P1.T10)Kuminga Lost Ball Turnover (P1.T10),156 - 203,47,Jonathan Kuminga,GSW,,,,
401,STEAL.TURNOVER,4,0:28,Wallace STEAL (1 STL)Wallace STEAL (1 STL)Wallace STEAL (1 STL),156 - 203,47,Cason Wallace,OKC,,,,
402,2POINT.ASSIST,4,0:26,Wallace 2' Layup (11 PTS)Wallace 2' Layup (11 PTS)Wallace 2' Layup (11 PTS),158 - 203,45,Cason Wallace,OKC,,,,
403,STEAL.TURNOVER,4,0:16,Poole Bad Pass Turnover (P5.T11)Poole Bad Pass Turnover (P5.T11)Poole Bad Pass Turnover (P5.T11),158 - 203,45,Jordan Poole,GSW,,,,
404,STEAL.TURNOVER,4,0:15,Wiggins STEAL (1 STL)Wiggins STEAL (1 STL)Wiggins STEAL (1 STL),158 - 203,45,Aaron Wiggins,OKC,,,,
405,3POINT.ASSIST,4,0:13,Wiggins 27' 3PT Jump Shot (10 PTS)Wiggins 27' 3PT Jump Shot (10 PTS)Wiggins 27' 3PT Jump Shot (10 PTS),161 - 203,42,Aaron Wiggins,OKC,,,,
406,STEAL.TURNOVER,4,0:05,Lamb Bad Pass Turnover (P1.T12)Lamb Bad Pass Turnover (P1.T12)Lamb Bad Pass Turnover (P1.T12),161 - 203,42,Anthony Lamb,GSW,,,,
407,STEAL.TURNOVER,4,0:04,Jerome STEAL (1 STL)Jerome STEAL (1 STL)Jerome STEAL (1 STL),161 - 203,42,Ty Jerome,OKC,,,,
408,2POINT.ASSIST,4,0:02,Jerome 2' Layup (17 PTS)Jerome 2' Layup (17 PTS)Jerome 2' Layup (17 PTS),163 - 203,40,Ty Jerome,OKC,,,,
